geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_id
3258,são paulo,SP,dedd073da45d8a539ea8c2952c96985d86647c02e3e5ca01323f90842733aaad
60325,fortaleza,CE,265ef55f1f6ff4e5a5633b844e5264b8757c63aa49bbe687a67edae9f8fb254e
5326,são paulo,SP,0ec2bbf0ab98d3cdeb2b0b670d129442b7a53e4e511af8a1f66c88260f61d8cb
64211,parnaíba,PI,12315c0a5500a7be4ef9c39c45e0570e54c7e6f0d836ec3e55612a945d468f60
38050,uberaba,MG,349739dcebc0acdfd4f6bc848967fd6a1c06a1bf9ecbc492367b4fcc6fb9836c
3117,sao paulo,SP,c38a7d2e7f7e7f4499290ea3f34fc18ccd571dbba7dc2e273b3be7a4083f0bb4
14151,serrana,SP,ad6bac64f4bc718bf3ac3a362b15b72ccf79bbe088bcf39a4ec2ff8c0fcefaab
5790,sao paulo,SP,7b44c80e8e97a9bb82c8913e4b55a680be42fa17650c329c367e67b2017c5d07
23855,itaguai,RJ,156cadcc4f209c25fb24b7c643c3ff1fa5ebbf6bd0f719aa8b29f676858a440e
85869,foz do iguaçu,PR,939c9b81595cb148ed45f39fd90e540eebda637df37e44271fb5af67bcc9a5d7
36572,viçosa,MG,7be9ab31511487645002e0e484e94dcf28d46da8303d085a49a758467c7c117e
79460,corguinho,MS,be9ad12ddd4222482cfc57ae4684d7fd564fd8dc42782950b689e1c099485291
17700,osvaldo cruz,SP,c11a50563276c0b70f4bfaf0cebde6f386e562c312c59073b6c0cae74b077bd7
3357,são paulo,SP,98de7608e73688f68c6db829e3f744a2609951c14a170b388141d97447b62838
70040,brasília,DF,40a3b4d197dc20f22c1cad1f111881219e3d470f2c331c57dd866fe502a64cc5
87650,cruzeiro do sul,PR,563f2b3e05d08c662374423ecd824a500bb425e8700c578d5d7ff5bbc0629cbd
13733,mococa,SP,3f89b028fd85b8b0845eff517d0a068e93f857dfa41cbc6abbeb38f3e187d409
7022,guarulhos,SP,3eb80876fa351aebf73a93ed1971dc9d4a3c95c9f6579a020b474c688c208984
22040,rio de janeiro,RJ,c3e2719c494037d14478b020647e2fb2de84df90aaec32cc15740fc0c3cd6eda
35277,são joão do manteninha,MG,2dc6d2da8daffbef081b362bcad32291fc53d00720d05b23064b7d67a4c87ecb
5855,sao paulo,SP,12533a742bc28d6c3021ac983590b3a52e4ba5929d2950ff009447b07b449cbc
3128,sao paulo,SP,507a8aa4b58937c5fa14b322df5c0f36698a277c84b0de9e0bce466337c3f8ec
30286,belo horizonte,MG,f3dff78fc56e692991c73a9210d3bb51bbe96363419a4245b76cb5fe17213635
70040,brasilia,DF,b4fae646ad71c88061f58824f0a6bf26e602d46454388bf58f78ace6426f8478
36148,pedro teixeira,MG,0b1ae6ac260bc03a53ead997079736594d49dd1fb44db5f4ec97e93e0b93e113
98240,santa barbara do sul,RS,1e268b0fb84d9732a537850330cf893e73defadff653cc62a0948a1e734999cf
54735,são lourenço da mata,PE,c6566d76b1bffcda249992eedb0302fa7e15b0beddcb90f303f576375a436c50
17520,marilia,SP,ad1894018999239c12a1fcb11a9f3bd961221408876273f2de52f37eb23ed042
1215,são paulo,SP,3136a8da467fb8d01c3136b003ea985f3fb64d117ac947e34813315fbb83a7f0
57370,traipu,AL,105015068a4adb7c93d0d82faaf88028b794cb90c01b936468777c62fa3a3e40
95925,progresso,RS,29b41b85b3585fd5fbc4bb5e3dcaab36843235d7c2db9b7279a104a48d6faaee
35267,central de santa helena,MG,aaaab26ceaf1e3fcb577f55e938632304e0ce07ae3ad399d86a5d6be395b23ce
4133,são paulo,SP,e1d8573c30c7b3460988670541e555041fd0d67288d785b77f6f2256953ec94c
41505,salvador,BA,b74a17e3cc3b50f1bf6f097691c70cc80c0aee3dad344e61317a3090e6e307ac
35767,jequitibá,MG,d1907d3125849ae670b0e02796d647236d74cf668d752a7975a9d6bfafe9a553
44750,caldeirao grande,BA,5c0a4032fa342bce98beb1b21a031602b10dfac42181fc2ea89a544c75860fce
47120,buritirama,BA,de59719b972ba704dc94958ac96cec3c021ffe2984a5c5a840b6f27e15449440
28993,bacaxa (saquarema) - distrito,RJ,f08b3fbe8a361e500e9275d586434476e62bc399b7caaf314e886421869c0bad
36905,realeza,MG,db9ed3d922b0363f34cd401cdbbae4629c2ad18c8eac9c53b45cf24aaf978b2a
44245,conceicao do jacuipe,BA,1516b2e3553b50867603eed6877aec1772f32d22455156156fd7f799e9ee457f
64200,parnaíba,PI,4df22525d66ce74766d953705c6770466ac4e7ef9f785b148980e0a2b6155e89
65238,palmeirandia,MA,5d4d47d60bae1aea7c5776980d732d98ba9845b76110da3973d4c8ab9cb4de69
2036,são paulo,SP,5576963c0c8cfb304f1a00747b5aa3dc151ab96b0c73a487ba471ffa18cd98a6
49740,carmopolis,SE,d09949ada91fce10257d625feca09aa78ae56dc3ecd8790cefd09e28f37cebc8
14098,ribeirao preto,SP,9a67bc26d9e5f30aa2924d1d511b7e90b160a0419cfe962c7a95012889c48762
80630,balneario de picarras,SC,c4266b23292cccf64add6418497d22ae16b5b485df4b7af6b24c3b1920f0c27f
1543,são paulo,SP,9b74985f523562c6985341f36b04fcca2ac37925376eb51b8438b73acdf6e853
62200,nova russas,CE,fcd43b584007a1c435209adea279c31886167fc6fb526feef13295a7d3ec3b99
89505,cacador,SC,5792fb3a50e8ed9bc45995a48f5a08101703416ef098141d462b4ba724dc80d0
8061,são paulo,SP,5a55b69f0afeca0de3c284276a41403f8c1fa44d5924aacef8b664abb9dc2df0
95530,maquine,RS,a78f5651df3f814329c5ea0d438b0318f4766d9e0868925f79aa3f61de607e67
87204,cianorte,PR,15e9ba2db18567907fd1992972a6ba440ad4e1f32b4aa769441310dc4521a84b
3027,são paulo,SP,dedb6b4fa1bafec8b51b30904565d4e754d6f31d771b309b76e0b9d5fa3413c7
87701,paranavai,PR,9fe5fe881190ac33d6efb6cb0d28bc09116d810257c71b9e08ebcb8ea1f263b9
72125,brasília,DF,31941d446ab3ad26ba98cad3528a106f441c637fb1d825edbb32604ad4edcb51
59141,parnamirim,RN,4d582ea1dd7cae245c1e1fa7e6ada50f763b0d42723ddba3d45b851b2f3d6d17
99714,erechim,RS,011852a2463aeea7802ed3f3394d3d3d8da0fb40970fbf5d30505836c3cdbaef
22793,rio de janeiro,RJ,5495ecc9e2a429822ecbf97d609d0603498c83d870085936a33c011ac1ac0301
62365,graca,CE,24663d8c7badedc82d998e7e537f2717b42cc3253e9406e0a629978b0f74dce6
38606,paracatu,MG,e029e43a348455dc3aa6b14e997bc0de9c8eba9b2c2ec25e353ef2586872bece
37011,varginha,MG,bb031c647ebb0d217dc2356566fc7041752d0a84ab69da36d87d35247bdca374
93150,sao leopoldo,RS,3af6b4b92925a916e0b5cbed58bede23881931cda50e9801515b2792ee81e785
13635,pirassununga,SP,439015222edf58d147bbce678027856ef570a5512d851f7cc7558bd459a962c0
5051,sao paulo,SP,16307aa256c460b7315eaccbe4f735efcfdb3525527de0753b0cb6a2d174da5c
35301,caratinga,MG,c05d1a746b86874f1e8a5d33ae889a4a6df4f6ebd4193d12d6bec1dc82136b8e
74405,goiania,GO,07b03a46b4e49d0bb42c68c75edd6e41ef0b34736e0044f54a1cc664d9f00bd8
74815,goiânia,GO,c297e16168f41b86d28505c74d77d31fb6cc47f5d214c27ddeb398a6f4a5624b
26052,nova iguaçu,RJ,92bb4a2dfeac653a81db398d1bb5c7bab35a9ae0509ac6f337e3f191d00a4fd1
5432,são paulo,SP,466e069d2eac1c33ffeea38eda153f35ddddf059c50d7b331a8efa523560a309
58985,santana de mangueira,PB,fd59026a3b2bee42713b694249d1f67299a0502035109119b19c233f879c37f6
65078,sao luis,MA,25ec3ae5afa8c4d8c47f041be537702228a1da3af4503e90badb13f053693078
90119,porto alegre,RS,fc464fcfbb61715c094dff15d2188e3d7825c46439fc3ce46d999ce9b5fd8bd7
57925,barra de santo antonio,AL,395b889a995083bcb242ff42cac2ac8e1c29d787dcb62a49f27f57bd4b6d8794
8255,sao paulo,SP,f609046eba01dac83becfbe5dfc77e84cee68e7d6215df2b77d470911e4994ea
7176,guarulhos,SP,a379eb3e2f3e80ee97a0b2204decb2ea78e5ef5e3e7aac631af7aaf43a58ae83
74403,goiânia,GO,1b03fdaf3c4ba2b94ace51297f51658727d461bc951b1fa8ef2f54cd3fe763dd
23050,rio de janeiro,RJ,8115527194a2d433b18e6ded0f925203abeb6c47e79a64ce83d1a7d69b732d05
48480,crisópolis,BA,1150e5f986a0400eddb4a9de0cf14c435bbbdd6bc9f4586ad39cbded94ce8459
8556,poá,SP,6d10e675a30972deedc1235122022ace3a398e82f46e34cdcdd9fe282d1eeb04
57257,roteiro,AL,3f771bc96d04968875d617aab66091421841c45b2401acd7fbbf9968f16e12e2
8675,suzano,SP,1ba23ef9ad56f189a9e2b34ff5ba1d59ca486b7e1ffe6ed5522e3c7ebe033431
5267,são paulo,SP,11c5ee0216cf458d57e05d64bec948a47661ea58bbb050bdb9ef465738514dcb
6825,embu das artes,SP,542167f8d56e54ca7c6400b0155f8e0963efca0de0facf484658d2e666e67b58
96083,pelotas,RS,d50c4ae309436be89b089be3b8f5f01dbcbae8af739671ae6ac9eb34208900c7
62677,sao goncalo do amarante,CE,bba40dd256f66ee7c5133b799429abb91a87af86675acc7af36c25c8f7f80cc7
76210,jaupaci,GO,bf7016c068f1d31211632edd6991081fb0854abd658e88d995f32fc46cabef23
15046,são josé do rio preto,SP,e45655b256d724f72c13f0b015773cd847a2862469dcbcc4b23b4fe867facc6a
62755,ocara,CE,d95d590ea4843ea517cce1565be95fb66cca48ae3a3f6b9b862d98a3592dbda2
37572,crisolia,MG,5bc61e907a345cd54ba7a87547de2296f24aaad280f1dafbf0c1e10367371ffe
3144,são paulo,SP,28c5494724502b13780825bcbadd09434312eef1f644f0cbfcc610a9f38b4fa3
96690,pantano grande,RS,c93ab17076322f99ddac6a4dd4fb0337637ea80f54af64495ece1a39f6da1a2b
13034,campinas,SP,46c1cd00bdc022d40f1e94429157d4cf4d8f999e5d6cab81ac55132dcd2b1c4c
13600,araras,SP,1170e3b60546d6c1ce8e6a29f58a3a0118cab41545aa87487f17001e41205672
27598,penedo (itatiaia),RJ,4694c2b63475e307fd8dfda7b8d3b013ca1b3b16f6810e74f4843c4baa4e62a2
9891,sao bernardo do campo,SP,d02a7def384665cda9e871bb33284e0fc5b08416ad48af153f5d8d9106bff6f9
86460,abatiá,PR,6e018d03a5a4661179b99c0bedafb3f1b30a47a7bb51a214fdef1fac85129d41
37496,turvolandia,MG,c924eee2e26ca9e6cca35eaee5983acfb05193246bfe2d44603851f3c69786df
3875,são paulo,SP,2e550444541d8ab02a43df49a131026f3b38197b348f94e5f6d6a0ac01265fd9
97190,sao martinho da serra,RS,904a571d241584312bf13424a0ae8be713100cf7a690c01fd2878e4d546da141
4542,são paulo,SP,abd1bb9a4333b9bd23b7af0dfd8a5f29e40164effa6bb2ccfb77545a843320a3
9442,ribeirão pires,SP,764766c7dcbcc157c1556cb1077714fbb5e778250af6fe1c8903d50ed41f76d8
45055,vitoria da conquista,BA,6680f30b5708a3e30e9ae9163185298d10c044f5dbbf4fc828f0a4730847449b
37503,itajuba,MG,f83f669efb217512fe9d93a71690dec0a759276acb0a33c203836c5c84b9ceba
29540,ibitirama,ES,126dd352a84cc0244774814a5e522187904696489817bf472ac12f71a634902e
88070,florianópolis,SC,e086b29f76cd04d8239c0260c40eca70d4ad974e2b707e2e0d3b7f13bccc2479
17600,tupã,SP,ee950356e0179c60f85ad837e408ce5905c9c3ab46e3000c992a0c9e2db3028c
3308,são paulo,SP,5ef6fa38551f18e6653059655e0e780fad071bfdc4c277504193b5081bebd2b5
18900,santa cruz do rio pardo,SP,e608d5ddcf161e1e7e6ec5b1f9e3887cf54f26b641d5e72269fb5b2440a69fb4
11355,são vicente,SP,c72959ab6b127a824f3f631ee10d13b73022e11a87e046655d0f62af769d7397
44255,irará,BA,47cdf75e0b164f26fbe0b171a8616be9ee510edc58a59f0a114ea3ec995ac9a8
7110,guarulhos,SP,714cdb0ae1983c5e04b872bfcdca9ac8b5a62c6d3442fe891fc71835d3c7f8e0
28372,carabuçu,RJ,50491c6215464fdc503af9d57576c4a969a2d0477b3f518d4f7537a300ed6cd9
23897,seropedica,RJ,f14b608c4617d103a813c09d86a38d4a79c0570a9026ba8a4ae4ee8c999acaf8
96206,rio grande,RS,5f389b257a586eddc03a1e07766cdb1fdf81403c32c771215069ada8d2b070cb
8371,são paulo,SP,3fd32f170c6ae6f5d25144839919ba8f8aeb6f11a58b91f53b1941e2103e720c
4905,são paulo,SP,76126ac475886ad8b2141508df60fc73ea003767452ea926cd74c05e867a4e8c
18890,taguaí,SP,a6bd8f95fed22a3e0a9c4d5d97ac2e643925722a6206f0f938747982e06a8921
6187,osasco,SP,15cdaf085a27594b342ce56cc62dade6a77ca6b3fa52607826f17c86f81c5b3a
1430,são paulo,SP,c5de475fe6a690873b53b0cdd1484df341ccca2c8e5c43e76ad90acae4bdece8
4387,sao paulo,SP,89a5ee2101321004fbd4bdc01fd72131c9bed1d01b5f7a8b050d66e6ba87c4b1
59066,natal,RN,755036fb8c833fd78f831288b5d0b30595756c12030e4789bd10202234685b6c
2723,sao paulo,SP,c204c5ef56f47822a69c6aec94592a1b6ba660d6bd050d2092eb4a9af508c954
74483,goiania,GO,69395f2642168d973805abbd3cb432461dcabdcbe8fd8a3de27e57c6f1a12d48
3971,são paulo,SP,73a0fb508a87119f3d1e80cd30539e1fd0cbd45b74179e0c30fffabb0349302b
11629,sao sebastiao,SP,955ad2a2b600f8ac4c9c7f246d5d9bcf9facc6625fff60554153dba3740b295c
2971,sao paulo,SP,b6653351128f3a7dd77a63c385443ffd686a40acf7a7ed87843e0f5175d984c1
7903,francisco morato,SP,1afcc011221a79fb6a3dff384c4848030d0ae8636ac123c66756adbbda8d23bf
49800,porto da folha,SE,07fb99c06d7285363b9e0ae294ebc4193aa75c6148eba8c0f16264d4fde8be15
9110,santo andré,SP,de08256b21821084d4725e3845893c39b8b5a814afdc2a0b5c0a4b68c32c75ff
4021,são paulo,SP,d97a6de474b60b400f2b14fe09cac2693e17ab442f916327fcd462fc22742275
64530,novo oriente do piauí,PI,ab753f238252a314971b8d3bf731a5959bfbb622088236366498acf8c11d440d
44200,santo amaro,BA,ba601eeef6fa4fed2e73ccac0789344b006f13f111f84791c37992dd352cccfb
26545,nilopolis,RJ,a029ccf5bf0b501fd16098fd2022ccedfe0e7152f49fc49ebd65d184ad242453
13219,jundiai,SP,916cc87d05c1866714bc1586109e67be3d9bf9f36673f58eda2bb1f8a0dc6d89
74413,goiania,GO,3106bf1c95ad1486ffa496dbccce9763181c54ea2a401f5db7916edc1fd8066f
64440,agricolândia,PI,48e3960afd2f3221257b9c3e7fab7c59b201a10cb97dc1e59eacbde02f5ec1d2
2084,sao paulo,SP,14d65be1b8fcc98a12643435846f4e1e7927d1b63aeac0519652d2a3ce84dc13
97060,santa maria,RS,c39670395585a9c8483797f61e5234cf0c54654326730817b47f4c650283e3ab
13184,hortolândia,SP,c5074495f414ebaaf9fa0b7b4a4346ce26153018fe9c9809cd2e8737c0492522
47310,casa nova,BA,4ca190d157be905be63219f39ec37bfb093b73c546290b9b1773e71f0afed019
65054,sao luis,MA,eee4ad382ab439ef4de93fbd1f52bf543537020fdd7af22fde14986bf5399df3
2032,são paulo,SP,e3393f287af4ed538ee2f2a438448e99b9c8996ec0e0480a05922b116f5d4342
60761,fortaleza,CE,bb5808bc74f999f1be8b4bd0f9f121d8a72589aed4d23740936fd1b71273a1cc
37407,são bento abade,MG,96e8fe56f9a706db395677bbed4c6379c68dcca3998017b74ec4ae32c4bf07f2
13035,campinas,SP,5e21ef74d4f91d5b86e3b8a0669aec11f436be46742cb0a5142c8aeaeede584f
3694,sao paulo,SP,fdfe738ea411c0cd2ccb72ccc7f3e7ea2054e3d0644cc341f58cfe957d4399d7
57303,arapiraca,AL,1d60a8f6256f5be85ef54d5161c54c4a38dbe688f740b40e7c190f021d3f0fde
93604,estancia velha,RS,d94bf04c52490c56bc6b971b9e611db542dffff5c78affb502ebdfe9b86ca8fb
36550,coimbra,MG,ec9d1f9d19839b0d470f60ccbd7e13b2f68974c69ed3f8eb45ca61a763d6cf97
5008,são paulo,SP,534297c8a24d51d478626a0dd0ccf46d26ee2a25134d413ebbd40005abf82159
72322,brasília,DF,80657b5eb30a6ee7481a78580df9dac17dd857d00a81226b79989d4e204aad0f
59605,mossoro,RN,54aa4045812c84f664103912c39ccc484c35c30ff809c916821f5f0fd15bc071
8240,são paulo,SP,be5e98d121fceecd0dc1c45f15926ee1e9f68c5bbf50f0c6cd7cbcc40c59f262
94130,gravataí,RS,69d6b4ad71d7c5892637984cddd8a7e23d5cdc4c5e06c49fcef9a8c6b0854088
14702,bebedouro,SP,941096579227c0d13b754b8281d6dfb8038fa75c71afe70207ff2fcf4284dfe8
69928,plácido de castro,AC,8a43b2207caacd2567c7d046ad6660f116bcc6e925e1d32096abcf3657585235
69255,careiro da varzea,AM,21c19a726bb6f865fc7a6c3b274d37b59fbf1b44a3506aad1d8303f069c9f595
18132,são roque,SP,3f5dc75c3f8560734ceb19d64d5c0b779351d7074b864a15fa9707caaa7fbefb
79034,campo grande,MS,c2935926f327c6b2023069a29b163225bcd46d402572d358bf7f7d70e75516cd
65082,são luís,MA,b61d5259d4f0d9582bb0354f19bd0fb3f14570bee44df706ee4fd891ff5b99f0
2175,sao paulo,SP,89ef50776cf8f43839c0736e991d3f35f2d6812db2583d7c8879e252f53d847b
78665,alto boa vista,MT,113816bf04eda0302267977ad76287e02e9e730ce8276231d0ed339510531f66
63505,iguatu,CE,2d8caaf22ca02b68ee9ee1fc316a963ae3b6ed92552f70269315da21e734ff5e
49580,areia branca,SE,c13145471cc0c8e534f349768ce75aded0c5158adf05020d23ce82a244833625
79902,ponta pora,MS,d2bc2dab764f9125f9eddf61d89005dd023652b8d1c36937f825a1611238aa40
2848,são paulo,SP,ecf00d8bf5d7637f122094b6f064873a61b85d5e97408499fb76e3b9919bd7a3
76864,cujubim,RO,1803b39717789f30f856a5b87e838505ec356958adc1f18eac91524e2dd4ea73
2563,sao paulo,SP,46ed46ebad1b1dd2867c15a72166fa2d17e07f109c98f5c55ae50343356ef1b4
88317,itajai,SC,2b330f8c4b83d783561af282857e888e73d6dcd4fd9c09f6eae00b60663ce8eb
54725,sao lourenco da mata,PE,cb2da34bcebb8ca4fca6eefaaa92bf0df536d7b303a5dc47f558dd66fee2f070
62044,sobral,CE,26cf497234def6ae3632023f90ae1bc5fc6e50bcfb573efde31b4ffe74c5c844
6424,barueri,SP,764d374e1808ad9eb3693784f51dcc30759536541b610839cf37bfb2c36856d8
3559,sao paulo,SP,4f95034d8af40118fe51b7c6a19af780c6500328535b52c3037523bea5fa263a
65870,pastos bons,MA,c96cf156116c00d10c174747d5fe610739173148e6459353121931826e1282c0
86049,londrina,PR,a88e2496492ffb72ac5a19ce5866c24185c714e43df1eee1065def50c5027d09
53690,araçoiaba,PE,a4e9ecc8e535ae2ffea27943823656d0ab8117ab6684770550b8806cf2b33391
6362,carapicuíba,SP,ae5d809094ae32f0b5c5a1ba0f1d9fe175c85549afff967d5111c144aab62545
41343,salvador,BA,fe95281a0084b1d3be29e368882f397211a5d50755badb33586d79debf0e9676
5595,sao paulo,SP,b7522794833cb857a01303b73804112e6c1407451ced00df286ef75a52853842
4880,sao paulo,SP,515cfbdc7433af80976f8af718ee9d86847ddd1df92272384576fda4bbd0c8ab
5463,sao paulo,SP,57c5382dc04600237024ed0ec0f4abeba432e3b687f695701e302f936f5cdcb9
74962,aparecida de goiania,GO,6b3ac46837e4e5e972d5cb83622caff42e6e34df7d8c2bfa2adbd553f2979e17
52280,recife,PE,8fe55d96ffe032acbb77b890d23e31e0e496df8bfad42a331494054508263764
3637,são paulo,SP,6e69c83fbc17b4c89bb725dcc72035d93b8374d3bc06a1c76d1cbbee6ab4b107
25610,petrópolis,RJ,6bdd7df4553b2b94df5e3c71959013400734e51579516a1bf3cc1f34d4e9443e
75640,piracanjuba,GO,ab6e90ae31fd2ea67c6751701a6991fc2b0629de3631830fcfa185715293c629
50731,recife,PE,ca6c769a037173bfb444c40fe3ad429bc6066581a3180d85daa1e5df61242c4c
20080,rio de janeiro,RJ,d9739267954d6e302b9d0e1f3d1a20ba7567b5c85989c3f22e8751ad1cc444ea
45240,manoel vitorino,BA,3a38208e8e6ed3c06b152ab2c8b4b162138de9180c2224f1cb8d90a583c60547
18087,sorocaba,SP,ad812772416881410832330108e5144c0fa3ec03aed088a3a6c24e5f1f464537
91430,porto alegre,RS,6b871f2f9992fd2b6d2dd1ee4fc5c6e6c6f93bb61d9471993c5a0f45e6862f33
29072,vitória,ES,37a2b9f5aaa67ba12185bf43a549877e4ce27aae825efae072e4c74d81449100
59235,lajes pintadas,RN,4bf599a4cd18ca8c8cab264bcebb802a65e61cbd8ef455e874f7a6e21bbb3a38
49490,poço verde,SE,946c0fa8a1f256803ff8ddca099d6613b8b1d8304d05f4e48ae0a071cc947a87
85795,santa lucia,PR,f31311710806a1c9248e0e57407d19caa55dace833bcdc088f259ab218475a99
4714,são paulo,SP,49d0a72d0f1335c592f10ae41f784bd84c3bdc9c930e8f901701a010e3807fc4
5437,são paulo,SP,7bd72b76aa9f974c437ba45e17cd1b52aa106899f06e4d78fc7ea9deaaf97482
7957,francisco morato,SP,28988d5577e71c75b7fc92eb7145eb7488298f708d77be8a871384c0782fd194
33823,ribeirao das neves,MG,bcf31a5bb1db1a70769683fe816eef64cc93c6f4415ae7829a67f912c03ed45c
18602,botucatu,SP,f1f2b09b56f0d08bc89097fea144a3566abeb77eec8d6bbb5a2ecdf9a9945321
5004,são paulo,SP,6da2146e78f882beef6a1895474bbce479aed54615db78f52f12ca99e526b07c
79831,dourados,MS,f6fddac944d00f8a090780677cc688747490d54b1f29b403175dd073630f8606
68626,paragominas,PA,b5f6f1d122d0bbed414ad95ab0dc58051d871cbc3f4910050e4de2ae4ff72936
66650,belem,PA,34155fb37c78cce374582228ca073f7fb1cf59a8b93e37e6067f390472ba4fb1
13148,paulinia,SP,490a0dc22638d333c8c9783e2e24386f79de024bf5959d55a6ec0a606475d1f3
70854,brasília,DF,10ca545522355b2778cca47cac6aa2ff327d7843d793a52f8195475457624c02
12995,pinhalzinho,SP,6cad5237c70fa9b9de4c21dc1067aa02647e2a811931c3307c4829142192df32
4774,são paulo,SP,3644a64d9599e4dfb314b482f0d5805bc85a5abb0ced3e1ed1af5896aab08d8b
14670,nuporanga,SP,f6de22ff6f7fd5b102c2813a979448b8c5ec5f1aba542519ad17e94888acbd8f
69039,manaus,AM,9dd8a8adfd76aa01560d7edf8750cab6b016faa2ede9dbaa57046c84dc5ad0d6
11628,são sebastião,SP,7c54539d7cf2a68926546a8f0354575c2ff0f9cfe67e1725d35381512947fc46
75670,marzagao,GO,65dc4577c0cde16d51a9c6ca4d87cd2fedb0f38d689bd8aa3b5d0fa8b81647c6
4640,sao paulo,SP,67d0d71fe1c228cde2609032885cfc3c3571339f14f163ee27dc18fdae3b1913
85927,novo sarandi,PR,3efb33d4b9cc0d57fdc771549e8e7318614766ac7277443eee0d70da5481f576
44590,santa terezinha,BA,4c8cd4032c0f08809fc0bb273fd45cdcfa5f51882ec20e71995f017aee2317f7
25804,tres rios,RJ,7112fca4ff214ad31605feb14807861d80b5f31349f560f86d619e164b815c9b
3216,sao paulo,SP,f52c5f753d1e324c391cb9732fab0de57c8e9cadb1df33c6b5b766fc8a99476a
54771,camaragibe,PE,e820374c8105a73825af75926ce780d7cbd55717d40f2cafcc266ea1bafa1106
5840,sao paulo,SP,b5cfc73b01ed5de129049b573a462bf5656c459170e6189b740a8f40a19aa200
2995,são paulo,SP,3c8f4229af19d4f030cbaaed3edf878f29f28cb31b3c670005596ed226f770ff
91250,porto alegre,RS,64b43955d376e7206457cd7fe514793b4844b4a5b7e7f3774907b3f7d8689c25
70299,brasília,DF,73c9740b75a0df8fb86c63d451643f5f066f86ff40dd73ecbcd7183b5446557d
5052,sao paulo,SP,a22f476ac4d79d75da7034bb22c09ae49c9ce258937ac2091f5e2075ef266589
2083,são paulo,SP,de9aab5b8ef8fdc2d2172cc5c420c374bf2f07b6603ed30f4a979270fcdd9f07
89121,rio dos cedros,SC,95558cda50b7817c7205aafbec4ad095b4121839ceab4bdb1adffd14ccdeaf5c
96439,colonia nova,RS,6a6c9e910e8adf3ac706df90a8c497fd6728c9ae5dea5b421c6ddf0305c2e8a9
83303,piraquara,PR,c0cda29f36d0746bd4ee388fd47acab092a147b85a7bf30378938dda277fa8dc
79611,três lagoas,MS,a3dc1f3ceee2cbd7a417d15d4fec47c51ed92a8c3b69a0395836595e02bbce98
4516,sao paulo,SP,12b669b9eac52d4edad6fbe914f18218c1875adf6331181c732a7d089f6adfb6
36507,uba,MG,7240d21690c1d0f1badb5e8c71f49d431f7e5c2b5e23de66877c63a7689bd7d4
16020,araçatuba,SP,bbc6a26a072767373133a06d8f691b0294c6e8e4d388e2327e03b51cffa5e609
4963,sao paulo,SP,e1c937109f05a14c1c2e968ed3948fd0794e19ec36966ede85280eeccffdda1b
3435,sao paulo,SP,6e9b12f13dfa70922cb97ff2c73d0dd264812e97f53980910fc31f0ad2c32f28
95905,lajeado,RS,26fafd58a154361825fda0def84ac28f6344bc394e9a025a62818caad5ef0a9f
69074,manaus,AM,827bd6a3e40d94ef90d0fe3cd3c52f8a879d2403e958bb6b7a835c88234274b4
5133,são paulo,SP,37755229d8837b214fc385284e00afc0367d3450e00f960452ce91054a1ef14a
74924,aparecida de goiania,GO,205156d50e91a50ed36e9e7aed535a2b58cff10c3ce654fcb403bd8513bfabfa
59179,pipa,RN,67a7d2d47e119884b3255c258a21a16135dd92ba90a981622f3673ce6e52a9b9
99665,cruzaltense,RS,37f45be1d8994bda0ece382bc13821164545bf9a622ca0b27d9d7a718f13a8b3
64375,são félix do piauí,PI,315c12a44005512c3aa1ea333a85167b9a219ccf0a5114f0bcf19e62f09222e2
5546,são paulo,SP,35871d51195cc2ce570bb167dcfd6ef4a7799d5f5e9a48a5d0907c0aa0af08ff
86760,munhoz de melo,PR,c2e4760fbe5e0da7ef7a1ff2eb76454ece1139004569f4a74844487474b1e68e
4138,são paulo,SP,0e53d6c20d9e777bd7adfb17ad0f66d418adc5150e8f02ea83d2b9cb584fdc72
11665,caraguatatuba,SP,ee013f3a32cd693b291b2f9de2618513a26a846ff72443968ad2b0540564c308
90630,porto alegre,RS,e322430c341491c8bde4813f50c6964cc8f838422e77b320fca5bae2a7e24d72
15135,mirassol,SP,b66e11e4dcbce3b6baa5f1fcb98ea4702606a72a8d9ce859f1e6535a6fb351cf
3650,sao paulo,SP,9a7b57a24790a4d29a90f67548541e1abad059680a66a437e80ef13d89adc2a0
65054,são luís,MA,61a99afad0f64963410623abc128d5f7fbd42365e5193c919012bf254104db0f
55805,tracunhaém,PE,1d262891a5bdaeba679ec31444a698914913d8567e7548aa1134c96c049f3093
15835,roberto,SP,13198d96e88de650c08dcb7ca466c440dc2393e9feb63ec76b93a5e9d38c5792
54720,são lourenço da mata,PE,e98058b19ef1deee378a9f8f823119b6976ae6b8079523405c7d9da540316ca5
36302,sao joao del rei,MG,040443b93429365ac47f50c6910840b01d123d0df16c0546a5886eebd11f9978
14415,patrocinio paulista,SP,eb361e59086d9aebd0f0d04530feccd90399783fbf0ff5988a498ee5e5e6cf45
66063,belém,PA,1af9abfcbf739f4e4b51034058a41957aaa5d21a8d6083e90a0c71a21d360e88
14725,taiaçu,SP,51a2cad0401908e6f3de72d22a4d6242b15e536bf09d2e284c8c967f2c54de34
